fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.09,0.742,0.037,2.98,0.1371,15,70,0.9976,3.45,0.502,8.6,3
5.6,0.665,0.145,2.87,0.1106,20,78,0.9977,3.39,0.684,9.3,3
8.32,0.603,0.264,3.53,0.1317,20,74,0.9965,3.41,0.712,10.2,4
8.17,0.492,0.371,2.75,0.0911,9,35,0.9964,3.3,0.851,10.7,6
5.93,0.664,0.086,3.95,0.1259,22,72,0.9975,3.36,0.549,9.8,3
11.65,0.1,0.506,1.39,0.0397,7,22,0.9967,3.23,1.014,13.1,8
8.57,0.483,0.316,1.56,0.0868,22,34,0.9957,3.3,0.638,10.1,5
7.87,0.714,0.0,3.18,0.0869,22,44,0.9996,3.47,0.431,8.2,3
7.67,0.688,0.23,1.53,0.0664,17,48,0.9985,3.35,0.774,10.5,5
10.42,0.186,0.382,2.34,0.0554,13,38,0.997,3.24,0.771,12.9,8
9.88,0.277,0.522,0.97,0.068,8,12,0.9957,3.31,0.985,13.3,8
10.75,0.402,0.325,1.07,0.0782,14,6,0.9965,3.2,0.899,11.3,7
6.03,0.783,0.152,3.96,0.1267,25,67,0.999,3.67,0.444,9.7,3
10.15,0.141,0.436,0.93,0.0502,5,37,0.9958,3.23,0.741,10.7,7
10.88,0.444,0.511,1.7,0.0405,16,37,0.9958,3.16,0.836,13.2,8
7.54,0.508,0.127,2.03,0.0723,4,43,0.9982,3.17,0.608,10.0,5
12.87,0.365,0.407,1.55,0.01,9,31,0.9966,3.09,0.901,12.6,8
10.15,0.383,0.501,0.78,0.0445,8,21,0.9961,3.31,1.037,11.7,7
7.43,0.557,0.179,2.21,0.1282,18,81,0.999,3.46,0.535,9.8,4
6.92,0.325,0.361,3.15,0.0771,13,37,0.9975,3.29,0.738,9.9,5
7.7,0.602,0.111,1.85,0.1373,17,75,0.9994,3.44,0.494,8.9,3
8.1,0.183,0.517,2.96,0.064,8,22,0.9954,2.91,1.207,12.8,8
10.39,0.316,0.362,2.16,0.0723,9,31,0.996,3.25,0.878,12.5,7
10.3,0.549,0.283,0.63,0.0705,15,15,0.9969,3.24,0.683,11.1,6
9.37,0.627,0.244,3.78,0.0656,25,45,0.9989,3.33,0.688,10.7,5
11.47,0.332,0.452,0.74,0.0802,7,9,0.9958,3.01,1.071,13.1,8
8.36,0.335,0.308,2.51,0.1173,14,38,0.9969,3.25,0.729,10.5,5
7.98,0.575,0.042,4.3,0.1048,28,91,0.9979,3.47,0.466,9.3,3
10.53,0.307,0.421,1.25,0.0482,10,36,0.9956,3.27,0.794,11.6,7
10.38,0.309,0.203,2.65,0.0534,22,46,0.9964,3.25,0.744,11.4,6
11.22,0.341,0.473,1.61,0.0762,8,48,0.9968,3.15,0.83,13.3,8
8.52,0.383,0.243,4.01,0.0654,11,46,0.997,3.4,0.624,10.4,5
8.91,0.335,0.113,2.14,0.0804,9,40,0.9975,3.3,0.865,10.4,5
7.45,0.584,0.093,2.84,0.0946,27,70,0.9975,3.46,0.784,10.0,4
6.22,0.436,0.059,3.89,0.1359,22,79,0.9975,3.48,0.368,9.4,3
9.64,0.465,0.217,2.93,0.0454,16,44,0.9995,3.32,0.661,10.0,5
9.35,0.465,0.417,1.73,0.0542,5,30,0.9963,3.12,0.843,10.8,6
9.8,0.422,0.291,1.27,0.0992,12,42,0.996,3.09,0.801,11.7,7
8.92,0.417,0.282,2.85,0.016,14,27,0.9985,3.17,0.591,11.0,6
6.12,0.751,0.0,3.52,0.1169,23,47,0.9996,3.24,0.444,9.2,3
9.69,0.374,0.352,2.56,0.0464,7,61,0.9975,3.18,0.77,10.7,6
11.0,0.378,0.355,1.98,0.0877,6,39,0.9947,3.11,0.96,12.2,7
12.06,0.138,0.493,0.97,0.0521,9,22,0.9957,3.09,0.926,12.8,8
7.9,0.459,0.306,3.1,0.1276,17,64,0.9976,3.4,0.615,9.0,4
6.78,0.732,0.278,2.8,0.1174,30,71,0.9972,3.33,0.522,10.2,4
11.45,0.187,0.404,1.42,0.071,5,24,0.9954,3.18,0.912,12.5,8
9.62,0.505,0.208,2.17,0.1055,11,41,0.9964,3.38,0.7,10.6,5
10.83,0.208,0.509,1.05,0.0293,9,22,0.9971,3.16,0.911,12.9,8
8.21,0.515,0.188,2.55,0.0557,16,51,0.9975,3.38,0.686,10.3,5
10.9,0.153,0.416,1.46,0.0276,19,21,0.9976,3.34,0.751,11.9,7
8.8,0.539,0.162,2.26,0.1083,13,72,0.9986,3.33,0.686,10.5,4
8.5,0.333,0.245,2.11,0.089,19,42,0.9976,3.4,0.58,10.3,5
10.27,0.335,0.251,2.73,0.0694,18,13,0.9974,3.22,0.818,11.3,6
11.74,0.406,0.465,2.56,0.0493,3,22,0.9954,3.26,0.851,11.8,7
10.06,0.24,0.448,0.79,0.0396,10,31,0.9964,3.25,0.892,11.7,7
5.82,0.638,0.329,1.7,0.0743,16,33,0.996,3.27,0.601,10.1,5
10.16,0.232,0.498,2.0,0.051,8,14,0.9949,3.25,0.891,13.1,8
9.23,0.42,0.324,1.46,0.0553,20,7,0.9959,3.39,0.774,11.3,6
9.24,0.554,0.248,2.78,0.0685,22,26,0.9965,3.29,0.667,10.0,5
9.14,0.373,0.462,1.59,0.0134,14,10,0.9955,3.08,0.856,12.4,8
9.9,0.403,0.492,1.64,0.0746,1,6,0.9959,3.02,1.042,12.9,8
7.11,0.618,0.333,2.24,0.1136,16,52,0.997,3.34,0.453,10.2,5
10.05,0.355,0.395,2.05,0.0389,8,51,0.9956,3.13,0.994,11.9,7
6.55,0.76,0.123,3.69,0.1094,25,66,0.9975,3.5,0.403,8.5,3
6.96,0.603,0.216,3.68,0.1277,24,72,0.9974,3.46,0.761,10.1,4
7.76,0.848,0.096,3.25,0.1313,20,59,1.0001,3.42,0.556,9.5,3
10.77,0.252,0.233,2.29,0.0548,8,38,0.9954,3.23,0.913,11.3,7
6.82,0.885,0.175,4.32,0.156,25,73,0.9983,3.43,0.579,9.0,3
9.09,0.624,0.034,2.55,0.1067,14,44,0.9978,3.47,0.461,9.7,4
7.34,0.73,0.072,3.6,0.1338,22,75,0.9986,3.38,0.55,9.2,3
7.99,0.562,0.145,3.2,0.1251,14,51,0.9978,3.45,0.561,10.2,4
9.2,0.343,0.282,1.2,0.0649,11,24,0.9979,3.29,0.668,10.7,6
9.92,0.332,0.385,1.53,0.0473,9,38,0.9959,3.08,0.768,11.3,7
10.4,0.448,0.303,1.74,0.038,14,19,0.9966,3.09,0.781,11.9,7
9.49,0.49,0.216,2.12,0.0893,14,52,0.9975,3.34,0.821,10.4,5
6.51,0.46,0.07,3.37,0.1153,12,32,0.9965,3.48,0.609,10.1,4
7.02,0.638,0.161,3.22,0.0756,23,73,0.9986,3.49,0.512,9.8,4
8.25,0.653,0.283,2.8,0.1011,18,64,0.9979,3.52,0.517,9.7,4
10.14,0.429,0.32,1.64,0.0548,10,27,0.9969,3.16,0.867,11.8,7
8.7,0.466,0.317,1.52,0.0816,16,28,0.9967,3.25,0.846,11.2,6
10.96,0.53,0.418,2.69,0.0521,5,41,0.997,3.18,0.762,10.4,6
10.47,0.31,0.477,0.6,0.0567,11,14,0.9961,3.12,0.926,12.8,8
8.66,0.664,0.128,2.21,0.0557,18,54,0.9982,3.51,0.481,10.3,4
9.17,0.313,0.24,2.19,0.074,14,66,0.9974,3.28,0.617,10.7,5
7.0,0.851,0.154,3.86,0.0835,26,61,0.998,3.44,0.386,8.7,3
11.7,0.367,0.636,1.82,0.0524,15,26,0.9969,3.16,0.707,11.5,7
9.72,0.169,0.398,1.28,0.0368,6,27,0.9962,3.04,0.63,12.2,8
7.51,0.417,0.382,0.98,0.0696,7,14,0.9966,3.36,0.779,10.9,6
9.39,0.455,0.285,1.7,0.0765,20,6,0.9961,3.33,0.915,13.0,7
8.37,0.288,0.327,1.58,0.042,13,51,0.9967,3.3,0.891,11.3,7
6.45,0.566,0.115,2.58,0.0719,17,55,0.9979,3.23,0.673,9.9,4
9.61,0.318,0.53,0.89,0.0279,1,17,0.9959,3.3,1.062,13.1,8
9.59,0.439,0.495,1.57,0.0372,13,38,0.9966,3.09,0.48,10.5,5
10.87,0.383,0.563,1.16,0.0618,1,17,0.9965,3.03,1.142,12.3,8
7.58,1.001,0.085,3.8,0.1038,25,68,1.0008,3.56,0.408,9.1,3
8.55,0.512,0.163,1.2,0.0964,24,54,0.9982,3.23,0.672,10.5,5
8.41,0.117,0.387,1.61,0.0539,14,27,0.9978,3.13,0.834,11.9,7
5.73,0.707,0.044,3.16,0.1231,12,90,0.9977,3.52,0.403,8.7,3
6.49,0.869,0.04,3.29,0.1145,22,73,0.999,3.46,0.591,9.1,3
10.66,0.345,0.594,0.99,0.0589,1,8,0.9956,3.06,0.901,12.3,8
9.5,0.256,0.459,1.86,0.0732,7,37,0.9979,3.15,0.642,12.3,7
11.94,0.136,0.52,1.12,0.0659,11,14,0.9944,3.1,0.799,12.5,8
12.03,0.318,0.589,1.01,0.0436,11,6,0.9955,3.13,0.955,13.0,8
7.78,0.514,0.397,1.84,0.0821,5,22,0.9971,3.24,0.748,10.2,6
8.74,0.288,0.4,1.11,0.0317,18,33,0.9965,3.27,0.843,11.1,7
5.26,0.848,0.115,3.78,0.1305,19,82,0.999,3.33,0.372,8.9,3
7.68,0.548,0.196,3.11,0.1209,20,41,0.9982,3.32,0.509,9.6,4
11.44,0.485,0.46,1.11,0.0432,15,18,0.9959,3.16,0.866,12.4,8
7.18,0.534,0.23,1.22,0.0458,9,59,0.9965,3.37,0.743,10.8,5
8.22,0.88,0.135,4.68,0.1226,16,63,0.9968,3.48,0.441,9.3,3
9.34,0.22,0.426,1.47,0.0515,8,30,0.9961,3.19,0.811,11.8,7
8.03,0.399,0.234,1.8,0.1023,13,14,0.9983,3.33,0.603,10.4,5
10.88,0.444,0.424,1.68,0.0937,11,22,0.9965,3.29,1.02,12.1,7
7.43,0.538,0.262,3.22,0.0949,12,65,0.996,3.37,0.716,10.0,4
7.32,0.622,0.25,2.37,0.0966,23,77,0.9961,3.29,0.694,10.3,4
6.86,0.75,0.039,4.48,0.1525,20,61,0.9989,3.41,0.415,9.3,3
11.31,0.395,0.361,1.06,0.0837,7,42,0.9962,3.36,0.539,11.2,6
11.3,0.307,0.568,1.17,0.0356,7,30,0.9948,3.04,0.941,12.0,8
8.65,0.379,0.409,2.54,0.0694,13,26,0.9968,3.14,0.67,11.1,6
7.42,0.76,0.088,2.9,0.1209,19,72,0.9976,3.39,0.445,9.1,3
10.14,0.348,0.262,1.39,0.0494,16,61,0.9968,3.24,0.596,11.2,6
8.81,0.349,0.534,0.5,0.0887,3,31,0.9963,3.17,0.924,13.4,8
6.34,0.665,0.155,2.16,0.1421,23,55,0.9975,3.32,0.604,10.9,4
10.97,0.444,0.53,2.02,0.088,14,16,0.9976,3.27,0.987,12.0,7
6.94,0.481,0.158,2.23,0.0964,21,63,0.9984,3.36,0.6,9.7,4
7.55,0.708,0.015,4.13,0.1475,26,68,0.9977,3.58,0.466,8.8,3
11.04,0.399,0.466,1.92,0.0263,2,37,0.9957,3.15,1.021,12.8,8
7.41,0.485,0.231,1.72,0.0435,8,35,0.997,3.23,0.813,11.4,6
9.63,0.411,0.235,1.08,0.0731,14,49,0.9968,3.29,0.696,10.2,5
8.68,0.361,0.145,2.1,0.0707,19,30,0.9977,3.31,0.767,10.4,6
12.3,0.443,0.473,0.89,0.0245,19,31,0.9965,3.15,0.864,12.0,7
8.13,0.879,0.163,3.35,0.1085,21,55,0.9982,3.46,0.374,8.4,3
7.45,0.533,0.381,2.36,0.0931,13,39,0.9958,3.15,0.753,10.9,6
9.31,0.522,0.136,2.21,0.0732,10,74,0.9968,3.31,0.643,10.8,5
7.32,0.553,0.297,3.48,0.0896,8,26,0.9985,3.2,0.546,10.1,5
8.0,0.508,0.354,2.9,0.0676,14,63,0.9969,3.19,0.724,10.5,5
11.88,0.197,0.536,1.91,0.0643,14,50,0.9971,3.16,0.773,13.7,8
9.39,0.37,0.383,1.58,0.0614,18,45,0.9957,3.26,0.612,10.8,5
7.07,0.504,0.17,2.87,0.1431,20,55,0.9989,3.37,0.471,10.3,4
8.66,0.418,0.537,1.99,0.0406,5,13,0.9959,3.27,0.882,12.5,7
7.05,0.763,0.041,2.68,0.1099,15,71,0.9991,3.39,0.537,9.5,3
6.84,0.697,0.051,3.7,0.1409,23,77,0.9979,3.54,0.562,8.8,3
10.98,0.357,0.408,2.01,0.052,5,6,0.9953,3.08,0.983,12.8,8
7.06,0.359,0.51,2.46,0.0938,8,26,0.9975,3.23,0.946,12.0,6
8.75,0.437,0.526,0.89,0.022,12,32,0.9961,3.17,0.983,12.5,7
10.12,0.245,0.247,0.5,0.0653,17,33,0.9967,3.17,0.873,11.8,7
5.55,0.627,0.147,2.82,0.0932,19,72,0.9992,3.43,0.599,9.1,3
9.03,0.584,0.274,2.77,0.084,8,43,0.9957,3.24,0.693,11.6,6
8.63,0.361,0.459,1.12,0.0347,14,32,0.9951,3.13,0.757,11.4,7
8.97,0.271,0.53,0.7,0.0395,9,12,0.9961,3.23,0.94,12.8,8
6.87,0.785,0.0,2.71,0.0932,24,83,0.999,3.48,0.329,9.0,3
8.04,0.338,0.239,1.99,0.0752,19,44,0.9978,3.34,0.621,10.2,5
9.62,0.335,0.646,2.16,0.0574,11,24,0.9962,3.32,0.808,11.2,7
9.57,0.397,0.271,1.02,0.0672,11,66,0.9981,3.21,0.645,11.4,6
11.32,0.29,0.553,1.46,0.0664,9,37,0.9971,3.32,1.088,12.4,8
8.1,0.625,0.102,3.86,0.1017,15,62,0.9978,3.44,0.712,9.5,4
5.08,0.846,0.008,4.28,0.1116,23,69,0.9982,3.44,0.331,8.9,3
7.75,0.491,0.227,2.5,0.0946,19,55,0.9977,3.3,0.756,10.1,5
10.17,0.486,0.356,2.53,0.062,7,33,0.9961,3.27,0.915,10.3,6
8.26,0.559,0.1,3.38,0.1185,27,71,0.9977,3.51,0.449,9.1,3
7.29,0.87,0.131,4.05,0.1048,13,94,0.9984,3.44,0.509,8.5,3
7.16,0.709,0.168,2.93,0.0846,22,90,0.9992,3.4,0.532,8.9,3
8.27,0.555,0.168,2.13,0.0708,16,42,0.997,3.3,0.652,10.2,5
8.21,0.563,0.255,2.48,0.0895,21,26,0.9971,3.26,0.909,11.2,6
8.87,0.289,0.561,2.3,0.01,5,20,0.9963,3.2,0.841,12.8,8
9.81,0.232,0.47,1.87,0.0339,3,10,0.997,3.2,0.754,13.1,8
11.49,0.231,0.46,1.39,0.0266,5,14,0.9964,3.19,1.099,12.5,8
12.23,0.395,0.435,2.3,0.0484,2,38,0.9951,3.13,0.842,12.5,8
6.37,0.443,0.249,2.57,0.0631,20,56,0.9969,3.29,0.488,10.2,5
7.81,0.362,0.412,1.93,0.0758,10,59,0.9969,3.37,0.625,10.6,5
8.77,0.665,0.101,2.48,0.0797,23,80,0.9975,3.41,0.454,10.0,4
10.33,0.293,0.362,1.26,0.0529,3,8,0.9946,3.29,0.876,13.2,8
7.95,0.633,0.0,2.68,0.119,20,68,0.9982,3.41,0.558,9.6,3
9.2,0.224,0.502,1.3,0.0846,12,21,0.9961,3.24,0.823,12.3,7
7.83,0.222,0.594,0.5,0.0542,13,17,0.9965,3.19,0.864,12.2,7
9.59,0.261,0.619,1.53,0.067,13,8,0.9953,3.14,1.112,12.1,8
6.55,0.786,0.155,2.79,0.0743,27,72,0.9997,3.41,0.55,9.4,3
13.45,0.197,0.549,1.48,0.0374,11,6,0.9973,3.18,0.696,13.5,8
8.49,0.366,0.373,1.6,0.0488,12,32,0.9982,3.14,0.646,10.7,6
5.55,0.961,0.109,3.85,0.1224,20,91,0.998,3.57,0.401,9.1,3
10.25,0.258,0.566,1.45,0.041,2,29,0.9959,3.25,0.859,13.1,8
12.24,0.389,0.536,1.89,0.0368,5,26,0.9962,3.03,1.014,13.1,8
7.09,0.769,0.119,2.26,0.0873,29,72,0.9998,3.42,0.588,9.3,3
5.57,0.62,0.149,3.89,0.1653,23,74,0.9969,3.51,0.369,9.6,3
9.29,0.496,0.485,0.5,0.0491,10,26,0.9962,3.26,0.984,11.7,7
9.53,0.428,0.34,1.98,0.0772,16,14,0.9963,3.42,0.763,11.6,6
8.89,0.464,0.237,1.83,0.0782,22,19,0.9958,3.27,0.602,11.3,5
6.01,0.944,0.09,3.45,0.0732,21,56,0.9987,3.43,0.37,8.9,3
9.43,0.31,0.342,1.86,0.0711,14,53,0.9984,3.13,0.805,11.1,6
7.88,0.559,0.177,2.36,0.1119,12,53,0.9972,3.42,0.651,9.2,4
9.02,0.62,0.149,3.53,0.0885,19,59,0.9981,3.36,0.629,9.3,4
8.49,0.741,0.234,2.84,0.0965,11,60,0.9967,3.38,0.609,10.7,5
11.06,0.419,0.456,1.61,0.072,1,34,0.9961,3.15,1.071,12.6,8
9.13,0.322,0.313,2.31,0.084,8,16,0.9965,3.19,0.749,10.8,6
8.74,0.594,0.245,2.61,0.0704,15,32,0.9978,3.27,0.582,10.6,5
11.26,0.323,0.465,1.03,0.0306,11,21,0.9953,3.05,1.053,13.2,8
12.15,0.195,0.423,1.31,0.0868,13,15,0.9957,2.98,0.915,13.1,8
5.53,0.847,0.0,3.63,0.1061,25,63,0.9987,3.51,0.557,9.6,3
6.4,0.718,0.09,3.69,0.1179,16,76,0.9995,3.43,0.407,8.9,3
12.37,0.28,0.478,1.12,0.0644,18,23,0.9945,3.28,0.903,12.8,8
8.36,0.626,0.428,2.32,0.0677,9,12,0.9974,3.22,0.694,10.6,6
9.1,0.664,0.035,2.44,0.1282,14,45,0.9963,3.32,0.58,9.2,4
11.09,0.295,0.348,1.49,0.0112,13,42,0.9963,3.22,0.841,11.6,7
9.09,0.368,0.435,1.97,0.0945,1,10,0.9956,3.06,0.825,13.0,8
10.41,0.476,0.357,2.57,0.0811,18,28,0.9949,3.39,0.685,10.9,6
8.25,0.507,0.086,2.74,0.0923,12,76,0.999,3.5,0.509,10.5,4
10.42,0.391,0.264,1.52,0.069,10,8,0.9983,3.27,0.646,10.4,6
9.64,0.355,0.346,1.32,0.0901,9,17,0.9964,3.12,0.754,10.6,6
10.08,0.271,0.547,2.39,0.0278,5,35,0.9951,3.17,0.92,12.9,8
8.2,0.569,0.245,2.22,0.0783,20,46,0.9981,3.32,0.682,9.6,5
10.71,0.225,0.312,1.32,0.048,18,17,0.9971,3.26,0.956,12.5,7
7.5,0.864,0.114,4.28,0.1276,26,70,0.9989,3.3,0.641,9.4,3
10.76,0.41,0.45,1.13,0.0605,6,51,0.9955,3.17,0.918,11.8,7
9.72,0.418,0.55,1.64,0.0636,9,44,0.9964,3.2,0.684,11.1,6
6.19,0.76,0.015,3.61,0.0918,24,82,0.9977,3.36,0.426,9.1,3
7.97,0.458,0.206,3.27,0.0739,15,71,0.9984,3.48,0.55,9.9,4
12.1,0.469,0.439,0.5,0.0353,1,36,0.9955,3.11,0.82,12.7,8
10.82,0.421,0.266,1.81,0.0581,19,34,0.9967,3.17,0.883,12.2,7
11.27,0.36,0.441,1.17,0.0221,11,25,0.9972,3.13,0.675,12.6,8
8.37,0.516,0.287,1.83,0.0954,18,29,0.9961,3.31,0.681,9.6,5
9.55,0.664,0.441,1.81,0.0252,9,17,0.995,3.2,0.981,11.7,7
7.98,0.681,0.154,3.95,0.1202,17,61,0.9973,3.38,0.606,9.7,4
10.19,0.439,0.231,3.53,0.1328,14,53,0.9974,3.38,0.608,9.5,4
8.69,0.17,0.312,1.02,0.0421,5,17,0.9964,3.18,0.826,11.9,7
7.43,0.746,0.038,4.7,0.1131,25,86,0.9979,3.41,0.471,8.9,3
9.7,0.595,0.356,1.66,0.1036,17,49,0.998,3.28,0.74,11.1,6
5.8,0.659,0.108,2.1,0.1083,20,42,0.9969,3.39,0.609,9.6,4
11.23,0.329,0.467,1.5,0.049,3,6,0.9953,3.28,1.005,12.9,8
8.97,0.545,0.222,2.67,0.1173,8,58,0.9975,3.21,0.669,11.1,5
9.15,0.321,0.492,1.38,0.0562,3,23,0.997,3.15,0.684,11.9,7
7.19,0.853,0.182,3.62,0.1522,18,93,0.9976,3.38,0.583,9.8,3
8.33,0.402,0.177,3.06,0.058,14,28,0.9972,3.26,0.735,10.4,5
9.2,0.469,0.198,1.96,0.0422,14,26,0.9971,3.28,1.009,10.7,6
7.76,0.664,0.22,4.71,0.1156,27,85,0.9988,3.4,0.631,9.0,3
6.7,0.877,0.171,3.21,0.1466,16,66,0.9977,3.51,0.424,9.1,3
5.0,0.66,0.07,2.38,0.0643,26,72,0.9977,3.51,0.492,9.8,3
9.75,0.346,0.356,1.27,0.0508,9,57,0.9971,3.13,0.961,11.9,7
7.29,0.807,0.07,3.41,0.1099,25,72,0.9974,3.64,0.558,9.8,3
11.8,0.395,0.254,1.28,0.0533,12,39,0.996,3.31,0.826,10.9,6
9.16,0.526,0.356,1.78,0.0638,9,34,0.995,3.39,0.744,11.2,6
8.83,0.687,0.192,2.31,0.0853,29,65,0.9981,3.41,0.542,9.8,4
9.41,0.484,0.304,2.09,0.0768,16,38,0.9971,3.33,0.567,10.5,5
9.33,0.534,0.322,3.23,0.0751,6,47,0.9969,3.44,0.582,10.6,5
11.33,0.435,0.524,1.55,0.0472,3,36,0.9971,3.14,0.857,13.6,8
5.98,0.569,0.081,2.92,0.112,23,70,0.9984,3.41,0.75,8.7,3
6.52,0.539,0.16,2.62,0.0728,17,82,0.9979,3.37,0.494,9.6,4
6.75,0.469,0.252,2.35,0.1207,3,50,0.9962,3.35,0.607,10.3,5
7.84,0.611,0.244,2.86,0.0954,18,88,0.9973,3.25,0.667,10.9,5
11.55,0.244,0.523,1.1,0.0545,17,27,0.997,3.16,1.092,13.0,8
6.42,0.7,0.082,2.41,0.1209,25,68,0.9991,3.28,0.493,9.4,3
6.58,0.489,0.219,1.65,0.0443,15,40,0.9955,3.36,0.73,10.0,5
8.04,0.594,0.153,2.97,0.1511,29,90,0.9979,3.48,0.495,9.5,3
7.24,0.895,0.195,3.66,0.108,19,77,0.9993,3.59,0.586,8.6,3
10.44,0.302,0.425,1.15,0.0887,9,22,0.9957,3.24,0.849,12.0,8
8.79,0.429,0.167,1.76,0.1496,21,71,0.9973,3.42,0.633,9.7,4
6.75,0.779,0.024,4.04,0.0828,24,73,0.9986,3.61,0.365,9.0,3
6.36,0.716,0.05,4.29,0.1476,27,78,0.9987,3.38,0.303,9.6,3
10.1,0.1,0.578,0.5,0.0675,9,23,0.9963,3.16,0.942,13.3,8
8.57,0.437,0.335,2.16,0.0319,13,19,0.996,3.34,0.633,11.0,6
6.11,0.582,0.151,2.96,0.0979,23,72,0.9983,3.43,0.533,9.6,4
11.56,0.43,0.354,0.61,0.0246,7,10,0.9943,3.21,0.95,12.4,8
8.47,0.378,0.4,2.1,0.068,10,33,0.996,3.16,0.815,11.2,7
8.3,0.574,0.256,3.72,0.1162,22,41,0.9965,3.29,0.817,10.2,5
8.13,0.308,0.447,2.05,0.021,6,23,0.9966,3.18,0.872,11.9,7
7.98,0.595,0.071,3.09,0.1122,27,64,0.9992,3.42,0.455,9.7,3
10.03,0.523,0.481,0.83,0.0695,1,56,0.997,3.28,0.711,11.1,6
6.31,0.819,0.0,4.09,0.1329,21,84,0.9977,3.39,0.511,9.5,3
9.1,0.389,0.591,1.75,0.0813,6,16,0.9953,3.05,1.031,13.3,8
8.63,0.612,0.313,1.58,0.0935,15,41,0.9957,3.12,0.658,10.7,6
8.64,0.644,0.229,3.12,0.0761,14,44,0.9972,3.53,0.527,10.6,4
11.26,0.638,0.374,2.68,0.0411,10,23,0.9964,3.3,0.894,12.1,8
9.73,0.485,0.278,1.43,0.0663,16,58,0.9979,3.11,0.535,11.7,6
8.84,0.711,0.166,2.75,0.1108,17,67,0.9981,3.32,0.713,9.6,4
7.46,0.264,0.261,0.51,0.0512,13,32,0.9972,3.27,0.673,11.0,6
8.69,0.377,0.447,1.95,0.0645,10,35,0.9972,3.1,0.701,12.1,7
8.68,0.587,0.17,2.85,0.1015,25,67,0.9985,3.39,0.486,10.3,4
9.17,0.605,0.548,1.02,0.0164,9,31,0.9952,3.26,0.86,12.5,8
11.75,0.1,0.536,1.32,0.0882,7,26,0.9965,3.17,0.941,12.7,8
10.06,0.364,0.338,1.72,0.0976,1,54,0.9968,3.17,0.815,11.0,7
11.05,0.314,0.472,0.71,0.0478,8,23,0.997,3.18,0.89,13.0,8
6.95,0.904,0.0,3.72,0.1402,19,62,0.9984,3.52,0.472,9.0,3
7.12,0.337,0.226,1.61,0.069,18,48,0.9968,3.31,0.693,10.5,5
9.32,0.248,0.443,0.72,0.0366,2,31,0.9958,3.17,0.889,12.7,8
10.82,0.266,0.387,1.51,0.0573,14,10,0.9959,3.07,1.001,13.4,8
10.21,0.497,0.359,3.57,0.0863,13,43,0.9958,3.24,0.779,10.4,6
11.17,0.101,0.471,2.31,0.0264,11,17,0.9966,3.06,0.897,13.1,8
7.26,0.877,0.281,2.29,0.0853,11,64,0.9975,3.51,0.634,9.3,3
10.96,0.396,0.466,1.91,0.036,11,6,0.995,3.17,0.871,12.9,8
11.98,0.405,0.384,1.19,0.0777,24,28,0.9968,3.06,0.898,12.8,8
8.83,0.32,0.254,2.12,0.0536,14,33,0.9958,3.27,0.809,10.7,6
11.0,0.168,0.588,1.53,0.0414,7,6,0.9962,3.2,1.03,12.6,8
8.81,0.394,0.111,1.74,0.0647,13,51,0.9963,3.37,0.547,10.6,5
8.2,0.492,0.202,2.9,0.0785,11,50,0.9966,3.17,0.613,11.0,5
7.08,0.696,0.207,2.78,0.0998,18,62,0.997,3.52,0.538,9.5,4
7.14,0.533,0.27,1.96,0.1122,12,45,0.999,3.23,0.478,9.9,5
8.65,0.59,0.181,1.34,0.0814,20,48,0.9971,3.31,0.869,10.5,5
7.65,0.651,0.364,2.55,0.0736,15,45,0.9978,3.37,0.766,10.5,5
9.63,0.296,0.301,2.28,0.0658,15,40,0.9975,3.17,0.713,10.8,6
8.27,0.468,0.223,1.17,0.1128,22,29,0.996,3.14,0.716,10.3,5
6.48,0.886,0.173,3.74,0.1138,16,79,0.9965,3.5,0.328,9.1,3
6.75,0.698,0.067,3.61,0.121,24,64,0.9979,3.39,0.492,9.7,3
10.88,0.647,0.251,3.07,0.062,17,44,0.9963,3.31,0.808,11.1,6
7.24,0.468,0.134,3.19,0.0828,21,66,0.9967,3.25,0.557,10.5,5
8.55,0.552,0.266,1.77,0.0924,11,28,0.9975,3.4,0.533,11.3,5
8.18,0.405,0.278,1.55,0.0818,8,45,0.997,3.27,0.708,11.8,6
10.1,0.42,0.344,0.97,0.0693,5,46,0.9963,3.29,0.79,11.2,7
9.24,0.341,0.331,1.11,0.0645,9,32,0.9962,3.25,0.669,12.3,7
10.33,0.476,0.402,1.57,0.0664,11,26,0.9961,3.14,0.694,11.9,7
6.75,0.679,0.06,3.33,0.1226,27,74,0.9967,3.44,0.324,9.6,3
7.88,0.78,0.088,3.31,0.1172,25,50,0.9999,3.49,0.48,9.1,3
11.43,0.266,0.653,0.77,0.125,2,6,0.9959,3.22,0.928,12.8,8
10.43,0.408,0.468,1.33,0.0893,7,19,0.9946,3.24,0.895,12.6,8
8.8,0.616,0.227,2.02,0.0909,17,43,0.9974,3.46,0.58,10.3,4
10.59,0.6,0.172,1.9,0.0939,13,41,0.9963,3.28,0.47,10.4,5
6.91,0.812,0.073,3.56,0.1353,20,86,0.9975,3.61,0.503,9.2,3
5.2,0.879,0.026,4.82,0.0992,17,94,0.9977,3.56,0.587,9.2,3
6.61,0.601,0.013,3.41,0.0992,20,73,0.9965,3.33,0.472,9.4,4
7.56,0.908,0.201,4.91,0.1148,33,68,0.9991,3.37,0.327,9.0,3
